holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
-0.167027737170289,1.4965793210125626,-1.462454041740214,-0.6692467859631828,1.7763919826406163,-1.891563804759829,0.8731614320506118,513.0
-0.167027737170289,0.9978630352919493,0.6837821712401113,2.4509124973983676,1.2559701029907675,-0.23990495303336065,2.090276479904786,222.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,2.4509124973983676,0.6314638474109487,1.050453524877943,1.35984440831916,1.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,0.8908328557175925,-0.6175486637486888,-1.0141200397801426,1.35984440831916,147.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,-0.6692467859631828,-0.5134642878187189,-0.03344759656755189,0.5079453962577984,31.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,0.8908328557175925,-1.2420549193285075,1.5665969160424649,-1.560253449292128,25.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,0.9437169752008584,0.5859244728298738,-0.8298213777065017,72.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,1.3600544789207374,-0.39474797038271664,1.1169105273676905,511.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,-0.6692467859631828,-0.4093799118887493,-0.23990495303336065,-0.7083544372307669,460.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,-0.6692467859631828,0.8396325992708885,-0.44636230949916883,-1.560253449292128,306.0
-0.167027737170289,0.9978630352919493,0.6837821712401113,-0.6692467859631828,-0.6175486637486888,-1.1689630571294989,-1.560253449292128,216.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,0.8908328557175925,-0.7216330396786587,0.6891531510627782,0.5079453962577984,67.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,-0.6692467859631828,-0.4093799118887493,0.7407674901792304,-0.8298213777065017,18.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,-0.6692467859631828,0.21512634369106973,1.6182112551589165,-1.560253449292128,6.0
-0.167027737170289,0.9978630352919493,0.6837821712401113,-0.6692467859631828,-1.2420549193285075,-1.530263430944664,-1.560253449292128,101.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,-0.6692467859631828,0.21512634369106973,-0.13667627480045627,0.26501151530632905,149.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,-0.5134642878187189,0.6891531510627782,-0.8298213777065017,66.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,1.6723076067106464,-0.5495909877320733,-0.7083544372307669,226.0
-0.167027737170289,0.9978630352919493,0.6837821712401113,-0.6692467859631828,-1.3461392952584774,0.12139542078180468,-1.560253449292128,34.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,1.8804763585705861,-0.8076626833143342,-0.22167146096221876,240.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,-0.6692467859631828,1.2559701029907675,0.37946711636406505,0.021262419989250707,743.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,0.8908328557175925,0.31921071962103964,-0.7044340050814298,-0.22167146096221876,844.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,0.21512634369106973,0.7407674901792304,0.7516944915748773,209.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,-0.6692467859631828,1.5682232307806772,-1.0141200397801426,0.021262419989250707,390.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,-0.6175486637486888,-0.23990495303336065,0.5079453962577984,271.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,-0.6692467859631828,1.3600544789207374,0.17300975989825687,0.26501151530632905,155.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,1.3600544789207374,-1.3238060744788556,-0.8298213777065017,274.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,-0.6692467859631828,-0.8257174156086282,-1.2205773962459512,0.7516944915748773,12.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,0.8908328557175925,0.4232950955510089,1.050453524877943,0.26501151530632905,234.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,0.8908328557175925,0.7355482233409186,1.050453524877943,-0.7083544372307669,551.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,-0.6692467859631828,-0.09712678409883993,0.22462409901470906,0.26501151530632905,460.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,0.8908328557175925,0.5273794714809789,0.7923818292956826,0.021262419989250707,164.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,0.8908328557175925,-0.9298017915385981,0.17300975989825687,-1.560253449292128,161.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,-0.3052955359587794,1.2052965422272996,-1.560253449292128,44.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,0.6314638474109487,-1.117348718013047,-0.7083544372307669,387.0
-0.167027737170289,0.9978630352919493,0.6837821712401113,-0.6692467859631828,-1.3461392952584774,0.37946711636406505,-0.8298213777065017,32.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,-0.6692467859631828,-0.3052955359587794,1.6182112551589165,-0.8298213777065017,1.0
-0.167027737170289,-0.9970021075905038,0.6837821712401113,0.8908328557175925,0.21512634369106973,0.5343101337134216,0.021262419989250707,213.0
-0.167027737170289,0.9978630352919493,0.6837821712401113,-0.6692467859631828,0.6314638474109487,1.050453524877943,0.021262419989250707,229.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,1.5682232307806772,-1.2721917353624033,0.8731614320506118,423.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,2.4509124973983676,-1.4502236711884473,1.5665969160424649,-0.4654205562792973,4.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,-0.6692467859631828,1.2559701029907675,0.5859244728298738,-0.22167146096221876,16.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,2.4509124973983676,0.31921071962103964,-0.13667627480045627,-0.7083544372307669,82.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,1.2559701029907675,-0.23990495303336065,0.7516944915748773,473.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,0.8908328557175925,-0.7216330396786587,0.17300975989825687,-0.7083544372307669,11.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,-0.6692467859631828,-0.9298017915385981,-0.7044340050814298,0.8731614320506118,76.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,0.8908328557175925,-1.1379705433985376,1.5665969160424649,2.090276479904786,83.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,2.4509124973983676,0.31921071962103964,1.308525220460204,-0.7083544372307669,71.0
-0.167027737170289,-0.4982858218698905,0.6837821712401113,-0.6692467859631828,0.11104196776109984,-0.18829061391690846,-0.7083544372307669,32.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,2.4509124973983676,0.8396325992708885,0.5859244728298738,0.021262419989250707,541.0
-0.167027737170289,0.0004304638507227673,0.6837821712401113,-0.6692467859631828,-0.8257174156086282,-0.8592770224307861,1.6035935036362383,293.0
-0.167027737170289,1.4965793210125626,-1.462454041740214,0.8908328557175925,-0.7216330396786587,1.5665969160424649,-0.4654205562792973,87.0
-0.167027737170289,-1.4957183933111171,-1.462454041740214,-0.6692467859631828,1.1518857270607976,0.5859244728298738,-0.7083544372307669,130.0
-0.167027737170289,0.49914674957133603,0.6837821712401113,-0.6692467859631828,-1.554308047118417,-1.1689630571294989,1.1169105273676905,144.0
